president,subgroup,pollster,sponsors,startdate,enddate,samplesize,population,weight,influence,tracking,approve,disapprove,net,adjusted_approve,adjusted_disapprove,adjusted_net,url,createddate,timestamp
Donald Trump (2nd term),Voters,The Argument/Verasight,,3/12/2026,3/17/2026,1519, RV,1.323832,0.3890831,,40,58,-18,40.43914,56.97423,-16.53509,https://www.theargumentmag.com/p/americans-would-trade-jobs-for-cheaper,3/17/2026,16:00:51  2 Apr 2026
Donald Trump (2nd term),All polls,The Argument/Verasight,,3/12/2026,3/17/2026,1519, RV,1.323832,0.3890831,,40,58,-18,39.8464,57.17042,-17.32402,https://www.theargumentmag.com/p/americans-would-trade-jobs-for-cheaper,3/17/2026,16:00:37  2 Apr 2026
Donald Trump (2nd term),Trade,Verasight,Strength in Numbers,3/16/2026,3/18/2026,1530, A,1.01207,0.3713138,,36,59,-23,36.00087,59.36884,-23.36797,https://www.gelliottmorris.com/p/2026-03-24-march-sin-verasight-poll-main-release,3/18/2026,16:01:27  2 Apr 2026
Donald Trump (2nd term),Immigration,Verasight,Strength in Numbers,3/16/2026,3/18/2026,1530, A,1.01207,0.3713138,,41,54,-13,41.06271,54.04468,-12.98197,https://www.gelliottmorris.com/p/2026-03-24-march-sin-verasight-poll-main-release,3/18/2026,16:01:22  2 Apr 2026
Donald Trump (2nd term),Economy,Verasight,Strength in Numbers,3/16/2026,3/18/2026,1530, A,1.01207,0.3713138,,36,59,-23,36.24265,59.48022,-23.23757,https://www.gelliottmorris.com/p/2026-03-24-march-sin-verasight-poll-main-release,3/18/2026,16:01:18  2 Apr 2026
Donald Trump (2nd term),Voters,Echelon Insights,,3/12/2026,3/16/2026,1033, LV,1.367617,0.3585067,,41,57,-16,40.51046,56.73787,-16.22741,https://echelonin.wpenginepowered.com/wp-content/uploads/March-2026-Omnibus-Topline-External.pdf,3/16/2026,16:00:51  2 Apr 2026
Donald Trump (2nd term),All polls,Echelon Insights,,3/12/2026,3/16/2026,1033, LV,1.367617,0.3585067,,41,57,-16,39.95339,56.909,-16.95561,https://echelonin.wpenginepowered.com/wp-content/uploads/March-2026-Omnibus-Topline-External.pdf,3/16/2026,16:00:37  2 Apr 2026
Donald Trump (2nd term),Weak,Echelon Insights,,3/12/2026,3/16/2026,1033, LV,1.367617,0.3585067,,18,9,9,17.14171,9.058211,8.083499,https://echelonin.wpenginepowered.com/wp-content/uploads/March-2026-Omnibus-Topline-External.pdf,3/16/2026,16:01:12  2 Apr 2026
Donald Trump (2nd term),Strong,Echelon Insights,,3/12/2026,3/16/2026,1033, LV,1.367617,0.3585067,,23,48,-25,23.27994,47.93267,-24.65273,https://echelonin.wpenginepowered.com/wp-content/uploads/March-2026-Omnibus-Topline-External.pdf,3/16/2026,16:01:04  2 Apr 2026
Donald Trump (2nd term),Economy,Ipsos,Reuters,3/17/2026,3/19/2026,1545, A,0.8827128,0.3580672,,35,58,-23,38.09627,58.00053,-19.90426,https://www.reuters.com/world/middle-east/americans-believe-trump-will-send-troops-into-iran-dont-like-idea-reutersipsos-2026-03-19/,3/19/2026,16:01:18  2 Apr 2026
Donald Trump (2nd term),Immigration,Ipsos,Reuters,3/17/2026,3/19/2026,1545, A,0.8827128,0.3580672,,42,52,-10,43.91029,52.44202,-8.531731,https://www.reuters.com/world/middle-east/americans-believe-trump-will-send-troops-into-iran-dont-like-idea-reutersipsos-2026-03-19/,3/19/2026,16:01:22  2 Apr 2026
Donald Trump (2nd term),Voters,John Zogby Strategies,,3/17/2026,3/19/2026,1000, LV,0.9686494,0.3496131,,44.3,53.6,-9.299999,43.51183,54.22068,-10.70885,https://johnzogbystrategies.com/decisive-poll-on-war-with-iran/,3/19/2026,16:00:51  2 Apr 2026
Donald Trump (2nd term),Weak,John Zogby Strategies,,3/17/2026,3/19/2026,1000, LV,0.9686494,0.3496131,,22.2,10.2,12,20.24973,10.09296,10.15677,https://johnzogbystrategies.com/decisive-poll-on-war-with-iran/,3/19/2026,16:01:12  2 Apr 2026
Donald Trump (2nd term),All polls,John Zogby Strategies,,3/17/2026,3/19/2026,1000, LV,0.9686494,0.3496131,,44.3,53.6,-9.299999,42.97011,54.31977,-11.34966,https://johnzogbystrategies.com/decisive-poll-on-war-with-iran/,3/19/2026,16:00:37  2 Apr 2026
Donald Trump (2nd term),Strong,John Zogby Strategies,,3/17/2026,3/19/2026,1000, LV,0.9686494,0.3496131,,22.1,43.4,-21.3,22.9237,44.55532,-21.63162,https://johnzogbystrategies.com/decisive-poll-on-war-with-iran/,3/19/2026,16:01:04  2 Apr 2026
Donald Trump (2nd term),Weak,J.L. Partners,Daily Mail,3/18/2026,3/20/2026,1037, RV,0.8578242,0.3466803,,19,10,9,18.1625,10.48527,7.677231,https://jlpartners.com/nationwide-registered-voters-march-2026,3/20/2026,16:01:12  2 Apr 2026
Donald Trump (2nd term),All polls,J.L. Partners,Daily Mail,3/18/2026,3/20/2026,1037, RV,0.8578242,0.3466803,,39,54,-15,38.95232,57.71215,-18.75983,https://jlpartners.com/nationwide-registered-voters-march-2026,3/20/2026,16:00:37  2 Apr 2026
Donald Trump (2nd term),Voters,J.L. Partners,Daily Mail,3/18/2026,3/20/2026,1037, RV,0.8578242,0.3466803,,39,54,-15,39.52822,57.51292,-17.9847,https://jlpartners.com/nationwide-registered-voters-march-2026,3/20/2026,16:00:51  2 Apr 2026
Donald Trump (2nd term),Strong,J.L. Partners,Daily Mail,3/18/2026,3/20/2026,1037, RV,0.8578242,0.3466803,,20,43,-23,20.94169,46.64046,-25.69877,https://jlpartners.com/nationwide-registered-voters-march-2026,3/20/2026,16:01:04  2 Apr 2026
Donald Trump (2nd term),Strong,Verasight,Strength in Numbers,3/16/2026,3/18/2026,1530, A,1.01207,0.3445117,,20,50,-30,22.19282,48.89377,-26.70095,https://www.gelliottmorris.com/p/2026-03-24-march-sin-verasight-poll-main-release,3/18/2026,16:01:04  2 Apr 2026
Donald Trump (2nd term),All polls,Verasight,Strength in Numbers,3/16/2026,3/18/2026,1530, A,1.01207,0.3445117,,37,60,-23,38.20425,58.2785,-20.07425,https://www.gelliottmorris.com/p/2026-03-24-march-sin-verasight-poll-main-release,3/18/2026,16:00:37  2 Apr 2026
Donald Trump (2nd term),Weak,Verasight,Strength in Numbers,3/16/2026,3/18/2026,1530, A,1.01207,0.3445117,,17,10,7,16.14674,9.693696,6.453044,https://www.gelliottmorris.com/p/2026-03-24-march-sin-verasight-poll-main-release,3/18/2026,16:01:12  2 Apr 2026
Donald Trump (2nd term),Adults,Verasight,Strength in Numbers,3/16/2026,3/18/2026,1530, A,1.01207,0.3445117,,37,60,-23,37.13482,58.88338,-21.74856,https://www.gelliottmorris.com/p/2026-03-24-march-sin-verasight-poll-main-release,3/18/2026,16:00:59  2 Apr 2026
Donald Trump (2nd term),All polls,Leger,,3/13/2026,3/16/2026,1006, A,1.167178,0.3430416,,35,55,-20,37.32882,55.86497,-18.53615,https://leger360.com/in-the-news-iran-war-most-canadians-oppose-military-escalation-leger-march-2026/,3/16/2026,16:00:37  2 Apr 2026
Donald Trump (2nd term),Adults,Leger,,3/13/2026,3/16/2026,1006, A,1.167178,0.3430416,,35,55,-20,36.31254,56.26399,-19.95145,https://leger360.com/in-the-news-iran-war-most-canadians-oppose-military-escalation-leger-march-2026/,3/16/2026,16:00:59  2 Apr 2026
Donald Trump (2nd term),Economy,American Research Group,,3/16/2026,3/20/2026,1100, A,0.7991152,0.3408265,,33,64,-31,36.28035,60.27783,-23.99748,https://americanresearchgroup.com/economy/,3/20/2026,16:01:18  2 Apr 2026
Donald Trump (2nd term),Voters,Verasight,Strength in Numbers,3/16/2026,3/18/2026,1370, RV,0.9899628,0.3371305,,38,59,-21,39.21675,57.50111,-18.28436,https://www.gelliottmorris.com/p/2026-03-24-march-sin-verasight-poll-main-release,3/18/2026,16:00:51  2 Apr 2026
Donald Trump (2nd term),Strong,YouGov,Economist,3/20/2026,3/23/2026,1665, A,0.5911856,0.3335452,,22,48,-26,24.03222,47.00601,-22.97379,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_o84FoNw.pdf,3/23/2026,16:01:04  2 Apr 2026
Donald Trump (2nd term),Weak,YouGov,Economist,3/20/2026,3/23/2026,1665, A,0.5911856,0.3335452,,16,8,8,15.72152,8.204475,7.517045,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_o84FoNw.pdf,3/23/2026,16:01:12  2 Apr 2026
Donald Trump (2nd term),Immigration,Morning Consult,,3/20/2026,3/22/2026,2002, RV,0.5820249,0.3316083,,47.4,45.57,1.830002,44.07539,50.96907,-6.893681,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,3/22/2026,16:01:22  2 Apr 2026
Donald Trump (2nd term),Economy,Morning Consult,,3/20/2026,3/22/2026,2002, RV,0.5820249,0.3316083,,42.2,50.68,-8.48,39.27255,55.70652,-16.43397,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,3/22/2026,16:01:18  2 Apr 2026
Donald Trump (2nd term),Trade,Morning Consult,,3/20/2026,3/22/2026,2002, RV,0.5820249,0.3316083,,42.78,47.33,-4.550003,38.26343,54.71508,-16.45165,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,3/22/2026,16:01:27  2 Apr 2026
Donald Trump (2nd term),Voters,Tavern Research,Searchlight Institute,3/16/2026,3/18/2026,1531, LV,0.97408,0.3314101,,41,55,-14,41.41686,54.67541,-13.25855,https://www.searchlightinstitute.org/research/a-majority-of-americans-oppose-supplemental-funding-for-iran-war/,3/18/2026,16:00:51  2 Apr 2026
Donald Trump (2nd term),Weak,Tavern Research,Searchlight Institute,3/16/2026,3/18/2026,1531, LV,0.97408,0.3314101,,17,8,9,17.02902,8.056188,8.972833,https://www.searchlightinstitute.org/research/a-majority-of-americans-oppose-supplemental-funding-for-iran-war/,3/18/2026,16:01:12  2 Apr 2026
Donald Trump (2nd term),All polls,Tavern Research,Searchlight Institute,3/16/2026,3/18/2026,1531, LV,0.97408,0.3314101,,41,55,-14,40.80475,54.85608,-14.05133,https://www.searchlightinstitute.org/research/a-majority-of-americans-oppose-supplemental-funding-for-iran-war/,3/18/2026,16:00:37  2 Apr 2026
Donald Trump (2nd term),Strong,Tavern Research,Searchlight Institute,3/16/2026,3/18/2026,1531, LV,0.97408,0.3314101,,24,47,-23,24.0416,47.05449,-23.01289,https://www.searchlightinstitute.org/research/a-majority-of-americans-oppose-supplemental-funding-for-iran-war/,3/18/2026,16:01:04  2 Apr 2026
Donald Trump (2nd term),Adults,YouGov,Economist,3/20/2026,3/23/2026,1665, A,0.576533,0.3267547,,38,56,-18,38.06847,55.53004,-17.46157,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_o84FoNw.pdf,3/23/2026,16:00:59  2 Apr 2026
Donald Trump (2nd term),Weak,Ipsos,Reuters,3/17/2026,3/19/2026,1545, A,0.9032649,0.3188621,,21,13,8,18.84753,11.53999,7.30754,https://www.reuters.com/world/middle-east/americans-believe-trump-will-send-troops-into-iran-dont-like-idea-reutersipsos-2026-03-19/,3/19/2026,16:01:12  2 Apr 2026
Donald Trump (2nd term),Strong,Ipsos,Reuters,3/17/2026,3/19/2026,1545, A,0.9032649,0.3188621,,19,45,-26,23.14199,45.00953,-21.86754,https://www.reuters.com/world/middle-east/americans-believe-trump-will-send-troops-into-iran-dont-like-idea-reutersipsos-2026-03-19/,3/19/2026,16:01:04  2 Apr 2026
Donald Trump (2nd term),All polls,YouGov,Economist,3/20/2026,3/23/2026,1665, A,0.5484031,0.3080753,,38,56,-18,39.59466,54.74012,-15.14546,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_o84FoNw.pdf,3/23/2026,16:00:37  2 Apr 2026
Donald Trump (2nd term),All polls,Ipsos,Reuters,3/17/2026,3/19/2026,1545, A,0.8827128,0.3056026,,40,58,-18,41.84302,55.95902,-14.116,https://www.reuters.com/world/middle-east/americans-believe-trump-will-send-troops-into-iran-dont-like-idea-reutersipsos-2026-03-19/,3/19/2026,16:00:37  2 Apr 2026
Donald Trump (2nd term),Adults,Ipsos,Reuters,3/17/2026,3/19/2026,1545, A,0.8827128,0.3056026,,40,58,-18,40.51297,56.63894,-16.12597,https://www.reuters.com/world/middle-east/americans-believe-trump-will-send-troops-into-iran-dont-like-idea-reutersipsos-2026-03-19/,3/19/2026,16:00:59  2 Apr 2026
Donald Trump (2nd term),Strong,Morning Consult,,3/20/2026,3/22/2026,2002, RV,0.5820249,0.2958345,,24.84,43.78,-18.94,23.66488,44.55537,-20.89049,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,3/22/2026,16:01:04  2 Apr 2026
Donald Trump (2nd term),Weak,Morning Consult,,3/20/2026,3/22/2026,2002, RV,0.5820249,0.2958345,,18.25,10,8.25,17.77057,10.62038,7.15019,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,3/22/2026,16:01:12  2 Apr 2026
Donald Trump (2nd term),Adults,American Research Group,,3/16/2026,3/20/2026,1100, A,0.7991152,0.2949977,,34,63,-29,35.84845,60.51831,-24.66986,https://americanresearchgroup.com/economy/,3/20/2026,16:00:59  2 Apr 2026
Donald Trump (2nd term),All polls,American Research Group,,3/16/2026,3/20/2026,1100, A,0.7991152,0.2949977,,34,63,-29,37.09618,59.79995,-22.70377,https://americanresearchgroup.com/economy/,3/20/2026,16:00:37  2 Apr 2026
Donald Trump (2nd term),Voters,American Research Group,,3/16/2026,3/20/2026,1008, RV,0.7867014,0.2904818,,34,63,-29,37.52003,59.60283,-22.0828,https://americanresearchgroup.com/economy/,3/20/2026,16:00:51  2 Apr 2026
Donald Trump (2nd term),Voters,Morning Consult,,3/20/2026,3/22/2026,2002, RV,0.5714709,0.2880041,,43.1,53.78,-10.68,42.00062,54.45728,-12.45666,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,3/22/2026,16:00:51  2 Apr 2026
Donald Trump (2nd term),Weak,YouGov,CBS News,3/17/2026,3/20/2026,3335, A,0.7210916,0.2720542,,16,11,5,15.72152,11.20448,4.51704,https://www.cbsnews.com/news/opinion-poll-iran-war-regime-2028-03-22/,3/20/2026,16:01:12  2 Apr 2026
Donald Trump (2nd term),Strong,YouGov,CBS News,3/17/2026,3/20/2026,3335, A,0.7210916,0.2720542,,24,49,-25,26.03222,48.00601,-21.97379,https://www.cbsnews.com/news/opinion-poll-iran-war-regime-2028-03-22/,3/20/2026,16:01:04  2 Apr 2026
Donald Trump (2nd term),Strong,Rasmussen Reports,,3/15/2026,3/19/2026,1858, LV,0.8937432,0.2704678,,29,44,-15,24.62962,45.40892,-20.7793,https://www.rasmussenreports.com/platinum/full_week_crosstabs/crosstabs_full_week_crosstabs_march_15_19_2026,3/19/2026,16:01:04  2 Apr 2026
Donald Trump (2nd term),Weak,Rasmussen Reports,,3/15/2026,3/19/2026,1858, LV,0.8937432,0.2704678,,16,10,6,17.21883,10.67325,6.54558,https://www.rasmussenreports.com/platinum/full_week_crosstabs/crosstabs_full_week_crosstabs_march_15_19_2026,3/19/2026,16:01:12  2 Apr 2026
Donald Trump (2nd term),Adults,YouGov,CBS News,3/17/2026,3/20/2026,3335, A,0.7045303,0.2681899,,40,60,-20,40.06847,59.53004,-19.46157,https://www.cbsnews.com/news/opinion-poll-iran-war-regime-2028-03-22/,3/20/2026,16:00:59  2 Apr 2026
Donald Trump (2nd term),Economy,Global Strategy Group/GBAO (Navigator Research),,3/12/2026,3/16/2026,1000, RV,0.9068131,0.2562934,,39,60,-21,38.54255,59.43182,-20.88927,https://navigatorresearch.org/perceptions-and-concerns-about-trumps-war-against-iran/,3/16/2026,16:01:18  2 Apr 2026
Donald Trump (2nd term),All polls,YouGov,CBS News,3/17/2026,3/20/2026,3335, A,0.6539745,0.2473426,,40,60,-20,41.59466,58.74012,-17.14546,https://www.cbsnews.com/news/opinion-poll-iran-war-regime-2028-03-22/,3/20/2026,16:00:37  2 Apr 2026
Donald Trump (2nd term),All polls,Morning Consult,,3/20/2026,3/22/2026,2002, RV,0.5041572,0.2417867,,43.1,53.78,-10.68,41.50576,55.33352,-13.82776,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,3/22/2026,16:00:37  2 Apr 2026
Donald Trump (2nd term),Weak,Global Strategy Group/GBAO (Navigator Research),,3/12/2026,3/16/2026,1000, RV,0.9068131,0.2323752,,17,13,4,15.45958,12.53001,2.92957,https://navigatorresearch.org/perceptions-and-concerns-about-trumps-war-against-iran/,3/16/2026,16:01:12  2 Apr 2026
Donald Trump (2nd term),Voters,Global Strategy Group/GBAO (Navigator Research),,3/12/2026,3/16/2026,1000, RV,0.9068131,0.2323752,,40,59,-19,40.8158,57.75008,-16.93428,https://navigatorresearch.org/perceptions-and-concerns-about-trumps-war-against-iran/,3/16/2026,16:00:51  2 Apr 2026
Donald Trump (2nd term),All polls,Global Strategy Group/GBAO (Navigator Research),,3/12/2026,3/16/2026,1000, RV,0.9068131,0.2323752,,40,59,-19,40.25455,57.87434,-17.61979,https://navigatorresearch.org/perceptions-and-concerns-about-trumps-war-against-iran/,3/16/2026,16:00:37  2 Apr 2026
Donald Trump (2nd term),Strong,Global Strategy Group/GBAO (Navigator Research),,3/12/2026,3/16/2026,1000, RV,0.9068131,0.2323752,,23,45,-22,24.91899,44.81149,-19.8925,https://navigatorresearch.org/perceptions-and-concerns-about-trumps-war-against-iran/,3/16/2026,16:01:04  2 Apr 2026
Donald Trump (2nd term),Voters,Survey160,,3/9/2026,3/15/2026,1546, RV,1.039985,0.2225876,,38,59,-21,39.58504,57.33171,-17.74667,https://www.survey160.com/methodological-research-blog/survey-160-tracking-poll-march-2026,3/15/2026,16:00:51  2 Apr 2026
Donald Trump (2nd term),Weak,Survey160,,3/9/2026,3/15/2026,1546, RV,1.039985,0.2225876,,12,6,6,13.5301,7.067918,6.462182,https://www.survey160.com/methodological-research-blog/survey-160-tracking-poll-march-2026,3/15/2026,16:01:12  2 Apr 2026
Donald Trump (2nd term),Strong,Survey160,,3/9/2026,3/15/2026,1546, RV,1.039985,0.2225876,,26,53,-27,25.93685,50.60627,-24.66942,https://www.survey160.com/methodological-research-blog/survey-160-tracking-poll-march-2026,3/15/2026,16:01:04  2 Apr 2026
Donald Trump (2nd term),All polls,Survey160,,3/9/2026,3/15/2026,1546, RV,1.039985,0.2225876,,38,59,-21,39.12491,57.45082,-18.32591,https://www.survey160.com/methodological-research-blog/survey-160-tracking-poll-march-2026,3/15/2026,16:00:37  2 Apr 2026
Donald Trump (2nd term),Voters,Rasmussen Reports,,3/20/2026,3/26/2026,1500, LV,0.3487827,0.2206884,TRUE,44,55,-11,41.22636,56.55544,-15.32908,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette,3/26/2026,16:00:51  2 Apr 2026
Donald Trump (2nd term),All polls,Rasmussen Reports,,3/20/2026,3/26/2026,1500, LV,0.3487827,0.2206884,TRUE,44,55,-11,40.45343,56.72619,-16.27276,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette,3/26/2026,16:00:37  2 Apr 2026
Donald Trump (2nd term),Cost,Focaldata,,3/6/2026,3/10/2026,1782, A,1.155904,0.216621,,27,56,-29,28.89977,57.98137,-29.0816,https://www.focaldata.com/blog/democrats-increase-lead-and-rubio-stock-surges-amid-iran-war,3/10/2026,16:01:25  2 Apr 2026
Donald Trump (2nd term),Voters,RMG Research,Napolitan News Service,3/11/2026,3/19/2026,3000, RV,0.8054137,0.1936388,,46,53,-7,42.321,55.65636,-13.33536,https://napolitannews.org/jobapproval,3/19/2026,16:00:51  2 Apr 2026
Donald Trump (2nd term),Strong,RMG Research,Napolitan News Service,3/11/2026,3/19/2026,3000, RV,0.8054137,0.1936388,,24,43,-19,23.33673,46.71667,-23.37994,https://napolitannews.org/jobapproval,3/19/2026,16:01:04  2 Apr 2026
Donald Trump (2nd term),All polls,RMG Research,Napolitan News Service,3/11/2026,3/19/2026,3000, RV,0.8054137,0.1936388,,46,53,-7,41.58654,55.83046,-14.24392,https://napolitannews.org/jobapproval,3/19/2026,16:00:37  2 Apr 2026
Donald Trump (2nd term),Weak,RMG Research,Napolitan News Service,3/11/2026,3/19/2026,3000, RV,0.8054137,0.1936388,,22,10,12,18.45852,9.552331,8.90619,https://napolitannews.org/jobapproval,3/19/2026,16:01:12  2 Apr 2026
Donald Trump (2nd term),Immigration,YouGov,Economist,3/13/2026,3/16/2026,1595, A,0.6137107,0.1758037,,43,52,-9,43.17162,51.86853,-8.696911,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_CwWXhS2.pdf,3/16/2026,16:01:22  2 Apr 2026
Donald Trump (2nd term),Trade,Morning Consult,,3/13/2026,3/16/2026,2201, RV,0.601672,0.16094,,44,47,-3,39.48343,54.38507,-14.90164,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,3/16/2026,16:01:27  2 Apr 2026
Donald Trump (2nd term),Economy,Morning Consult,,3/13/2026,3/16/2026,2201, RV,0.601672,0.16094,,42,50,-8,39.07255,55.02652,-15.95397,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,3/16/2026,16:01:18  2 Apr 2026
Donald Trump (2nd term),Immigration,Morning Consult,,3/13/2026,3/16/2026,2201, RV,0.601672,0.16094,,48,46,2,44.67538,51.39907,-6.72369,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,3/16/2026,16:01:22  2 Apr 2026
Donald Trump (2nd term),Voters,YouGov,Economist,3/13/2026,3/16/2026,1429, RV,0.6363766,0.1571815,,41,56,-15,41.48236,55.03912,-13.55676,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_CwWXhS2.pdf,3/16/2026,16:00:51  2 Apr 2026
Donald Trump (2nd term),Immigration,Focaldata,,3/6/2026,3/10/2026,1782, A,1.155904,0.1550674,,39,46,-7,40.4596,48.3701,-7.9105,https://www.focaldata.com/blog/democrats-increase-lead-and-rubio-stock-surges-amid-iran-war,3/10/2026,16:01:22  2 Apr 2026
Donald Trump (2nd term),Economy,Focaldata,,3/6/2026,3/10/2026,1782, A,1.155904,0.1550674,,31,50,-19,34.00029,51.89175,-17.89146,https://www.focaldata.com/blog/democrats-increase-lead-and-rubio-stock-surges-amid-iran-war,3/10/2026,16:01:18  2 Apr 2026
Donald Trump (2nd term),Cost,YouGov,Yahoo News,3/12/2026,3/12/2026,1699, A,0.6483581,0.1526982,,26,67,-41,26.50546,66.67575,-40.17029,https://www.yahoo.com/news/politics/article/poll-66-of-americans-disapprove-of-trump-on-gas-prices-as-they-feel-effects-of-iran-war-120000483.html,3/12/2026,16:01:25  2 Apr 2026
